Wall time,Step,Value
1597111610.6300752,43,2.1986141204833984
1597111611.0579443,46,2.0332560539245605
1597111618.0282724,95,2.0476913452148438
1597111628.4537637,168,1.8665480613708496
1597111637.534225,230,2.304185390472412
1597111638.245664,235,2.07660174369812
1597111641.2565076,256,2.4706902503967285
1597111643.8988285,274,1.925283670425415
1597111649.043745,309,1.6426883935928345
1597111649.3359678,311,2.3894200325012207
1597111650.5030215,319,1.8962438106536865
1597111674.0861504,475,1.6382683515548706
1597111683.7233777,537,1.65312659740448
1597111690.423976,580,1.403834342956543
1597111691.526734,587,1.1400856971740723
1597111699.0523517,635,1.3670670986175537
1597111701.0119863,648,1.779089093208313
1597111711.4334013,715,1.9004387855529785
1597111712.6953285,723,1.4242963790893555
1597111725.30151,803,1.7241451740264893
1597111726.24017,809,1.8664214611053467
1597111730.6579623,837,1.0451972484588623
1597111758.5170217,1015,2.137329578399658
1597111766.6364892,1067,1.3952560424804688
1597111772.7893207,1105,1.0423866510391235
1597111784.4940832,1181,1.523216962814331
1597111796.9627964,1262,1.3687424659729004
1597111805.456544,1317,1.694109559059143
1597111805.918301,1320,1.4216612577438354
1597111808.0793638,1334,1.3597623109817505
1597111808.697414,1338,1.6312955617904663
1597111816.1455843,1386,1.1024750471115112
1597111817.2492678,1393,1.6440999507904053
1597111824.0629315,1437,0.928839385509491
1597111842.065299,1553,1.5027439594268799
1597111847.026855,1585,1.6145882606506348
1597111863.5736182,1692,1.8366297483444214
1597111870.2236967,1735,1.1947017908096313
1597111870.6903963,1738,1.5410724878311157
1597111887.2785604,1845,1.503803014755249
1597111892.39266,1878,1.6692484617233276
1597111898.5954585,1918,1.2840908765792847
1597111903.2500703,1948,1.175925850868225
1597111917.0414824,2037,1.2947018146514893
1597111926.3535962,2097,1.154612421989441
1597111942.3346052,2200,0.9694860577583313
1597111952.1054497,2263,1.5476264953613281
1597111959.0772734,2308,1.232918381690979
1597111971.8114808,2390,1.3573895692825317
1597111979.094542,2437,1.7731155157089233
1597111981.7295806,2454,1.161830186843872
1597111982.0402634,2456,1.152086615562439
1597111982.8160276,2461,1.1570568084716797
1597111986.6929963,2486,1.4928661584854126
1597111986.8503332,2487,1.642791986465454
1597111988.7065744,2499,1.634909987449646
1597111989.4835267,2504,1.6406974792480469
1597111993.974501,2533,1.6315720081329346
1597112017.7481728,2686,1.302796483039856
1597112026.277287,2741,1.518937110900879
1597112083.987269,2968,1.153894305229187
1597112095.0054438,3039,2.2354941368103027
1597112114.0934415,3162,1.4208667278289795
1597112124.7918713,3231,0.7700805068016052
1597112127.2761278,3247,1.6282602548599243
1597112127.4303365,3248,0.8047245740890503
1597112136.4226263,3306,1.134324550628662
1597112163.570382,3481,1.2226886749267578
1597112185.0188105,3619,1.796303153038025
1597112185.335405,3621,1.2433732748031616
1597112193.1052558,3671,1.3652267456054688
1597112204.132471,3742,1.3802435398101807
1597112215.4825685,3815,1.6810015439987183
1597112216.565627,3822,1.6240558624267578
1597112233.1730692,3929,1.149096965789795
1597112237.523206,3957,1.409846305847168
1597112249.948189,4037,1.2868098020553589
1597112259.568637,4099,1.447033405303955
1597112274.8045292,4197,1.6131948232650757
1597112280.4047647,4233,1.4806004762649536
1597112293.6057205,4318,0.9250883460044861
1597112306.4847317,4401,1.0009708404541016
1597112320.7781296,4493,1.2418135404586792
1597112323.4182866,4510,1.2542856931686401
1597112347.4659305,4665,1.1440354585647583
1597112348.0837739,4669,1.1548395156860352
1597112349.3284647,4677,1.0324571132659912
1597112366.7024379,4789,1.4495794773101807
1597112368.885763,4803,1.5095402002334595
1597112383.1673024,4895,1.2346512079238892
1597112395.1190045,4972,1.8080939054489136
1597112416.0860648,5107,1.3594855070114136
1597112420.4337652,5135,1.454355001449585
1597112453.181705,5346,1.3130851984024048
1597112455.3534327,5360,1.5625683069229126
1597112464.8213344,5421,0.9475090503692627
1597112484.8736148,5550,0.9813297986984253
1597112505.0589137,5680,1.301344394683838
1597112511.8942103,5724,1.0672096014022827
1597112547.4535954,5809,1.1308209896087646
1597112556.138,5865,1.154233694076538
1597112557.216682,5872,1.6266725063323975
1597112562.7819319,5908,1.5525074005126953
1597112575.6340294,5991,1.6703176498413086
1597112608.1824255,6201,1.6377540826797485
1597112611.1089194,6220,1.6244547367095947
1597112621.9544,6290,1.3936794996261597
1597112635.4397237,6377,1.6829899549484253
1597112657.7483604,6521,1.6934332847595215
1597112666.1313996,6575,1.267548680305481
1597112670.6292493,6604,1.1939496994018555
1597112685.5084326,6700,1.1711822748184204
1597112687.369749,6712,0.9694902896881104
1597112709.5753863,6855,0.9648361206054688
1597112726.8966856,6967,0.9685599207878113
1597112749.8774974,7115,1.1127963066101074
1597112756.242697,7156,1.703721284866333
1597112780.4744341,7312,1.3578397035598755
1597112791.5006495,7383,1.6278680562973022
1597112803.6045606,7461,1.0567456483840942
1597112804.0727577,7464,0.8761501312255859
1597112806.4079943,7479,1.7741302251815796
1597112811.5293384,7512,1.3421604633331299
1597112854.5784955,7789,1.1611878871917725
1597112856.131775,7799,0.8639784455299377
1597112861.568285,7834,1.0098881721496582
1597112886.0829866,7992,1.523877739906311
1597112897.7221918,8067,1.5846902132034302
1597112915.4240267,8181,1.6033886671066284
1597112921.7820332,8222,1.1488800048828125
1597112943.8347492,8364,1.3053011894226074
1597112944.609616,8369,1.1400337219238281
1597112946.0030549,8378,1.0587196350097656
1597112964.7834735,8499,1.4100639820098877
1597112966.3332384,8509,1.4168719053268433
1597112980.7871394,8602,1.388763666152954
1597113046.200224,8879,1.6177560091018677
1597113050.6989584,8908,1.1477938890457153
1597113053.9570348,8929,1.2295540571212769
1597113055.0496454,8936,1.6945855617523193
1597113064.0353773,8994,0.8873311281204224
1597113105.399377,9261,1.5573862791061401
1597113132.5471554,9436,1.3491958379745483
1597113137.6873617,9469,1.5847697257995605
1597113151.0534139,9555,1.8142826557159424
1597113153.082017,9568,1.5764268636703491
1597113167.073718,9658,1.6359986066818237
1597113170.6503935,9681,1.7080637216567993
1597113173.444133,9699,1.3491106033325195
1597113195.9522278,9844,1.4258131980895996
1597113205.887591,9908,1.0733554363250732
1597113233.3767464,10085,1.667327642440796
1597113263.18171,10277,1.402978777885437
1597113264.2627203,10284,1.1726889610290527
1597113282.257204,10400,1.2514960765838623
1597113294.7010155,10480,1.0798516273498535
1597113301.4015837,10523,1.1690342426300049
1597113314.6413977,10608,1.2878832817077637
1597113319.4591315,10639,1.2066762447357178
1597113321.9440453,10655,1.2292741537094116
1597113330.8098931,10712,0.868523120880127
1597113337.9643412,10758,1.4519312381744385
1597113338.1207016,10759,0.9532415866851807
1597113341.5345945,10781,1.3430002927780151
1597113350.9943252,10842,1.3511768579483032
1597113352.393445,10851,1.649293065071106
1597113360.4651334,10903,1.1507892608642578
1597113360.9323468,10906,1.142820119857788
1597113366.8264923,10944,0.9620715379714966
1597113370.4059503,10967,0.9630096554756165
1597113371.6491134,10975,0.9521414041519165
1597113378.793437,11021,0.833529531955719
1597113391.4903152,11103,1.3818317651748657
1597113394.4329734,11122,1.0065968036651611
1597113406.4031355,11199,1.2473876476287842
1597113440.7161975,11420,1.3309893608093262
1597113448.9296598,11473,1.3493062257766724
1597113474.4588695,11493,1.1310402154922485
1597113479.2372074,11524,1.1705372333526611
1597113480.6288638,11533,1.6821664571762085
1597113485.91502,11567,1.2692558765411377
1597113498.6134298,11649,0.943717896938324
1597113504.3472946,11686,1.7065744400024414
1597113515.8048038,11760,0.9054964780807495
1597113533.4598122,11874,1.05662202835083
1597113548.3063312,11970,1.4528042078018188
1597113549.0937006,11975,1.4371904134750366
1597113554.6714451,12011,0.8123167753219604
1597113574.5208864,12139,1.4818106889724731
1597113578.5479796,12165,1.5674160718917847
1597113581.6538885,12185,0.8987852334976196
1597113598.1165907,12291,0.6378075480461121
1597113615.9344695,12406,0.7123389840126038
1597113624.132997,12459,1.2543625831604004
1597113657.2277246,12672,1.2568352222442627
1597113689.2116294,12878,1.2172337770462036
1597113698.8495452,12940,1.0073108673095703
1597113710.980533,13018,1.2479283809661865
1597113713.622026,13035,1.0833942890167236
1597113717.7997866,13062,1.1636427640914917
1597113721.0489175,13083,1.1565481424331665
1597113722.908978,13095,1.0228568315505981
1597113725.2356334,13110,1.5443670749664307
