Wall time,Step,Value
1597111610.6302745,43,0.05169963836669922
1597111611.0580802,46,0.055533312261104584
1597111618.0285227,95,0.04839495196938515
1597111628.4539344,168,0.04674821346998215
1597111637.5343618,230,0.04439845681190491
1597111638.245814,235,0.04682965204119682
1597111641.2566628,256,0.0494755357503891
1597111643.8990233,274,0.04254753887653351
1597111649.0438838,309,0.04555869102478027
1597111649.3361075,311,0.04990549013018608
1597111650.5031717,319,0.04479610547423363
1597111674.0863087,475,0.042942047119140625
1597111683.7235236,537,0.04021069407463074
1597111690.424182,580,0.0438104085624218
1597111691.5269005,587,0.0527116097509861
1597111699.0525703,635,0.04146970063447952
1597111701.0121634,648,0.04176747053861618
1597111711.433564,715,0.04653521254658699
1597111712.6954925,723,0.04434270039200783
1597111725.3017182,803,0.04503873735666275
1597111726.2402499,809,0.043356914073228836
1597111730.6581721,837,0.03988538682460785
1597111758.5171556,1015,0.04085329920053482
1597111766.636713,1067,0.050674449652433395
1597111772.7895389,1105,0.047507863491773605
1597111784.4941552,1181,0.0438692569732666
1597111796.962972,1262,0.043928395956754684
1597111805.4566164,1317,0.03541557490825653
1597111805.9183717,1320,0.04382164031267166
1597111808.0795221,1334,0.0421939380466938
1597111808.697553,1338,0.040317077189683914
1597111816.1458075,1386,0.038601186126470566
1597111817.24934,1393,0.04064898192882538
1597111824.0630064,1437,0.041648704558610916
1597111842.065475,1553,0.0399458184838295
1597111847.026928,1585,0.044504985213279724
1597111863.5737686,1692,0.04636181890964508
1597111870.2237678,1735,0.04584113135933876
1597111870.690469,1738,0.05068599060177803
1597111887.2787588,1845,0.03269299864768982
1597111892.3928533,1878,0.04605540260672569
1597111898.5955281,1918,0.0349787212908268
1597111903.2502275,1948,0.0409344881772995
1597111917.0416832,2037,0.03828953579068184
1597111926.353747,2097,0.04958174005150795
1597111942.334845,2200,0.03849467635154724
1597111952.105608,2263,0.04139971360564232
1597111959.077344,2308,0.04037519171833992
1597111971.8116739,2390,0.05026271939277649
1597111979.094613,2437,0.04914964362978935
1597111981.7296538,2454,0.04653232917189598
1597111982.0403352,2456,0.037579718977212906
1597111982.816099,2461,0.04552081227302551
1597111986.6932082,2486,0.03918202221393585
1597111986.8505185,2487,0.051421262323856354
1597111988.7067423,2499,0.05011192336678505
1597111989.483599,2504,0.03587648645043373
1597111993.974683,2533,0.04072807356715202
1597112017.7483735,2686,0.038891132920980453
1597112026.2773633,2741,0.05002587288618088
1597112083.987449,2968,0.040601059794425964
1597112095.0055137,3039,0.03839503973722458
1597112114.093613,3162,0.05165889859199524
1597112124.7919426,3231,0.04947199672460556
1597112127.2762985,3247,0.0541042797267437
1597112127.4304066,3248,0.03840542584657669
1597112136.422696,3306,0.04885251075029373
1597112163.5704505,3481,0.04017243534326553
1597112185.018885,3619,0.042269591242074966
1597112185.3354762,3621,0.038389865309000015
1597112193.1053288,3671,0.03932739421725273
1597112204.132661,3742,0.04042091965675354
1597112215.4826417,3815,0.04442793130874634
1597112216.5656989,3822,0.04530783370137215
1597112233.173308,3929,0.04056183993816376
1597112237.5233824,3957,0.04641353338956833
1597112249.948266,4037,0.06002448871731758
1597112259.5687099,4099,0.05160645395517349
1597112274.8046973,4197,0.03986838459968567
1597112280.4049659,4233,0.04004431515932083
1597112293.6057928,4318,0.040497228503227234
1597112306.4849124,4401,0.0530274361371994
1597112320.7783191,4493,0.044972483068704605
1597112323.4184496,4510,0.056953735649585724
1597112347.4661329,4665,0.03422785922884941
1597112348.0839462,4669,0.052478644996881485
1597112349.3286197,4677,0.03843964263796806
1597112366.7026045,4789,0.04133225232362747
1597112368.8859456,4803,0.04927315190434456
1597112383.1674464,4895,0.0369701012969017
1597112395.119168,4972,0.040725771337747574
1597112416.0862238,5107,0.04063449800014496
1597112420.433835,5135,0.04845461994409561
1597112453.1818616,5346,0.03752012923359871
1597112455.3536012,5360,0.043227147310972214
1597112464.8214939,5421,0.02983105555176735
1597112484.8736885,5550,0.03289926424622536
1597112505.059084,5680,0.04629174992442131
1597112511.8943648,5724,0.04085032641887665
1597112547.4537983,5809,0.03609893471002579
1597112556.1380734,5865,0.03526656702160835
1597112557.2167544,5872,0.0449063666164875
1597112562.7821238,5908,0.03359755128622055
1597112575.6341906,5991,0.05763167515397072
1597112608.182619,6201,0.048510100692510605
1597112611.1091218,6220,0.04042326658964157
